Differential1,Differential2,Differential3,Local_Timestamp
2251,1695,1924,2024-11-03 21:45:04.501
2179,1957,1921,2024-11-03 21:45:04.502
2637,2464,2560,2024-11-03 21:45:04.617
2562,2043,2377,2024-11-03 21:45:04.619
2448,1710,1987,2024-11-03 21:45:04.621
2269,1889,2006,2024-11-03 21:45:04.624
2543,2295,2327,2024-11-03 21:45:04.625
2612,1993,2597,2024-11-03 21:45:04.626
2101,1803,2089,2024-11-03 21:45:04.680
2241,1845,1755,2024-11-03 21:45:04.735
2536,2141,2576,2024-11-03 21:45:04.737
2322,2018,1933,2024-11-03 21:45:04.738
2431,1899,1921,2024-11-03 21:45:04.795
2372,1775,1917,2024-11-03 21:45:04.796
2436,2085,2306,2024-11-03 21:45:04.796
2738,2106,2558,2024-11-03 21:45:04.798
2256,1753,2146,2024-11-03 21:45:04.800
2182,1825,1881,2024-11-03 21:45:04.800
2407,2259,2187,2024-11-03 21:45:04.801
2770,1919,2654,2024-11-03 21:45:04.802
2229,1744,1990,2024-11-03 21:45:04.855
2346,1759,2114,2024-11-03 21:45:04.857
2671,2034,2375,2024-11-03 21:45:04.859
2577,2325,2571,2024-11-03 21:45:04.975
2256,1863,2214,2024-11-03 21:45:04.976
2139,1939,2000,2024-11-03 21:45:04.977
2653,2183,2575,2024-11-03 21:45:04.978
2555,2116,1863,2024-11-03 21:45:04.979
2513,2093,1849,2024-11-03 21:45:04.981
2290,1971,2064,2024-11-03 21:45:04.982
2783,1785,2103,2024-11-03 21:45:04.983
2570,2268,2261,2024-11-03 21:45:04.984
2474,2089,2316,2024-11-03 21:45:04.984
2272,1861,1987,2024-11-03 21:45:05.155
2679,2073,2623,2024-11-03 21:45:05.156
2541,1906,2091,2024-11-03 21:45:05.158
2160,1937,1872,2024-11-03 21:45:05.159
2400,1957,1827,2024-11-03 21:45:05.161
3104,2122,2497,2024-11-03 21:45:05.163
2538,2334,2210,2024-11-03 21:45:05.164
2239,2016,2151,2024-11-03 21:45:05.165
2179,1809,1835,2024-11-03 21:45:05.167
2279,2213,1862,2024-11-03 21:45:05.169
2620,2181,2531,2024-11-03 21:45:05.335
2173,1643,1956,2024-11-03 21:45:05.336
2142,1988,1989,2024-11-03 21:45:05.337
2676,2072,1860,2024-11-03 21:45:05.338
2529,2063,2393,2024-11-03 21:45:05.340
2351,2084,2234,2024-11-03 21:45:05.341
2129,1753,1969,2024-11-03 21:45:05.342
2375,1964,2317,2024-11-03 21:45:05.343
2673,2465,2421,2024-11-03 21:45:05.343
2751,1985,2111,2024-11-03 21:45:05.345
2267,1743,1996,2024-11-03 21:45:05.455
2595,1999,2466,2024-11-03 21:45:05.456
2591,2226,2379,2024-11-03 21:45:05.459
2327,1934,2190,2024-11-03 21:45:05.515
2243,1938,2095,2024-11-03 21:45:05.516
2609,2005,2226,2024-11-03 21:45:05.517
2612,1864,2389,2024-11-03 21:45:05.518
2795,1859,2102,2024-11-03 21:45:05.520
2214,1744,2009,2024-11-03 21:45:05.520
2497,1848,2052,2024-11-03 21:45:05.522
2568,2225,2276,2024-11-03 21:45:05.522
2784,1941,2176,2024-11-03 21:45:05.635
2240,1784,1939,2024-11-03 21:45:05.636
2551,2111,2025,2024-11-03 21:45:05.637
2536,2167,2452,2024-11-03 21:45:05.638
2476,2006,2142,2024-11-03 21:45:05.696
2143,1848,1977,2024-11-03 21:45:05.697
2284,1856,2017,2024-11-03 21:45:05.698
2656,2194,2327,2024-11-03 21:45:05.699
2742,2390,2013,2024-11-03 21:45:05.702
2193,1662,1909,2024-11-03 21:45:05.704
2372,2000,2039,2024-11-03 21:45:05.815
2478,2279,2393,2024-11-03 21:45:05.817
2625,2074,2085,2024-11-03 21:45:05.818
2259,1690,2016,2024-11-03 21:45:05.819
2058,1820,2168,2024-11-03 21:45:05.820
2501,2128,2371,2024-11-03 21:45:05.821
2680,2073,2124,2024-11-03 21:45:05.875
2130,1856,2007,2024-11-03 21:45:05.876
2258,1923,2091,2024-11-03 21:45:05.877
2514,2135,2512,2024-11-03 21:45:05.879
2530,2158,2324,2024-11-03 21:45:05.996
2075,1813,2021,2024-11-03 21:45:05.999
2389,2006,2078,2024-11-03 21:45:06.002
2560,2262,2430,2024-11-03 21:45:06.004
2404,1884,2363,2024-11-03 21:45:06.005
2270,1712,2039,2024-11-03 21:45:06.006
2383,1866,2084,2024-11-03 21:45:06.008
2465,2505,2097,2024-11-03 21:45:06.009
2898,2388,2287,2024-11-03 21:45:06.009
2134,1822,1963,2024-11-03 21:45:06.055
2314,1825,2091,2024-11-03 21:45:06.175
2561,1878,2453,2024-11-03 21:45:06.176
2675,1808,1999,2024-11-03 21:45:06.178
2197,1857,2018,2024-11-03 21:45:06.178
2288,1992,2139,2024-11-03 21:45:06.179
2642,2351,2584,2024-11-03 21:45:06.181
2911,2229,2198,2024-11-03 21:45:06.182
2160,1799,1989,2024-11-03 21:45:06.183
2259,2045,2074,2024-11-03 21:45:06.184
2773,1979,2581,2024-11-03 21:45:06.185
2479,2158,2506,2024-11-03 21:45:06.185
2235,1886,1934,2024-11-03 21:45:06.355
2409,2135,2192,2024-11-03 21:45:06.356
2675,2178,2313,2024-11-03 21:45:06.358
2765,2137,2506,2024-11-03 21:45:06.360
2240,1917,2059,2024-11-03 21:45:06.360
2339,1789,1949,2024-11-03 21:45:06.362
2469,2491,2055,2024-11-03 21:45:06.362
2686,2152,2581,2024-11-03 21:45:06.364
2386,1905,2003,2024-11-03 21:45:06.365
2063,1829,2075,2024-11-03 21:45:06.366
2479,2031,2560,2024-11-03 21:45:06.475
2872,2532,1793,2024-11-03 21:45:06.535
2432,1719,2166,2024-11-03 21:45:06.536
2179,1984,2118,2024-11-03 21:45:06.537
2801,2002,2575,2024-11-03 21:45:06.539
2630,1856,2430,2024-11-03 21:45:06.540
2173,1807,1776,2024-11-03 21:45:06.541
2338,1903,2067,2024-11-03 21:45:06.542
2421,2170,2257,2024-11-03 21:45:06.542
2727,2382,2281,2024-11-03 21:45:06.543
2519,1968,2031,2024-11-03 21:45:06.655
2260,1985,1969,2024-11-03 21:45:06.657
2638,2480,2211,2024-11-03 21:45:06.658
2624,2007,2347,2024-11-03 21:45:06.715
2501,1869,1929,2024-11-03 21:45:06.722
2321,1847,1865,2024-11-03 21:45:06.724
2451,2372,2868,2024-11-03 21:45:06.724
2537,1670,2248,2024-11-03 21:45:06.726
2524,1824,2055,2024-11-03 21:45:06.727
2171,1743,1935,2024-11-03 21:45:06.728
2822,2052,2048,2024-11-03 21:45:06.836
2471,1972,2221,2024-11-03 21:45:06.838
2128,1843,1883,2024-11-03 21:45:06.840
2135,1760,1837,2024-11-03 21:45:06.841
2483,2191,2560,2024-11-03 21:45:06.843
2662,2355,2529,2024-11-03 21:45:06.843
2139,1905,1849,2024-11-03 21:45:06.896
2271,1781,2087,2024-11-03 21:45:06.899
2808,1991,2439,2024-11-03 21:45:06.901
2079,2208,2587,2024-11-03 21:45:06.903
2567,2080,1900,2024-11-03 21:45:06.904
2123,2012,1995,2024-11-03 21:45:07.015
2752,2352,2270,2024-11-03 21:45:07.018
2637,2336,2428,2024-11-03 21:45:07.019
2471,1827,2038,2024-11-03 21:45:07.021
2224,1767,1917,2024-11-03 21:45:07.022
2800,1880,2139,2024-11-03 21:45:07.023
2563,2238,2618,2024-11-03 21:45:07.024
2379,2340,2045,2024-11-03 21:45:07.076
2071,1707,1916,2024-11-03 21:45:07.079
2406,2018,1895,2024-11-03 21:45:07.080
2522,2191,2244,2024-11-03 21:45:07.195
2035,1791,1989,2024-11-03 21:45:07.196
2277,2010,2058,2024-11-03 21:45:07.197
2671,2014,1984,2024-11-03 21:45:07.198
2485,2156,2309,2024-11-03 21:45:07.203
2177,1595,1947,2024-11-03 21:45:07.205
1871,1907,1917,2024-11-03 21:45:07.206
2496,1997,2116,2024-11-03 21:45:07.208
2719,2117,2492,2024-11-03 21:45:07.208
2515,2174,1899,2024-11-03 21:45:07.210
2321,1767,1869,2024-11-03 21:45:07.375
2663,2519,2033,2024-11-03 21:45:07.378
2737,2375,2690,2024-11-03 21:45:07.379
2464,2112,1936,2024-11-03 21:45:07.381
2261,1947,2078,2024-11-03 21:45:07.383
2374,2056,2377,2024-11-03 21:45:07.385
2704,1999,2482,2024-11-03 21:45:07.386
2814,1925,2217,2024-11-03 21:45:07.388
2166,1863,1952,2024-11-03 21:45:07.389
2359,1989,2067,2024-11-03 21:45:07.390
2387,2221,2272,2024-11-03 21:45:07.555
2514,1874,2297,2024-11-03 21:45:07.556
2232,1844,1936,2024-11-03 21:45:07.559
2848,2179,2518,2024-11-03 21:45:07.560
2500,1781,2368,2024-11-03 21:45:07.562
2760,2413,2480,2024-11-03 21:45:07.563
2199,1801,1962,2024-11-03 21:45:07.565
2420,2002,2177,2024-11-03 21:45:07.566
2639,2432,2578,2024-11-03 21:45:07.569
2679,2320,2435,2024-11-03 21:45:07.571
2250,1895,1956,2024-11-03 21:45:07.572
2398,1619,2285,2024-11-03 21:45:07.678
2840,2176,2354,2024-11-03 21:45:07.679
2326,1977,2268,2024-11-03 21:45:07.737
2064,2035,1748,2024-11-03 21:45:07.738
2306,1837,1893,2024-11-03 21:45:07.739
2580,2082,2877,2024-11-03 21:45:07.741
2794,2107,2073,2024-11-03 21:45:07.742
2046,1948,1869,2024-11-03 21:45:07.743
2326,1903,2079,2024-11-03 21:45:07.745
2654,2263,2652,2024-11-03 21:45:07.746
2588,2140,2312,2024-11-03 21:45:07.855
2143,1759,1858,2024-11-03 21:45:07.857
2352,2138,2060,2024-11-03 21:45:07.859
2622,2177,2503,2024-11-03 21:45:07.860
2793,2100,2497,2024-11-03 21:45:07.915
2155,1808,1860,2024-11-03 21:45:07.916
2219,1961,1977,2024-11-03 21:45:07.917
2577,1901,2560,2024-11-03 21:45:07.919
2581,1838,2466,2024-11-03 21:45:07.920
2119,1885,1989,2024-11-03 21:45:07.921
1985,1896,1778,2024-11-03 21:45:08.035
2560,2431,2287,2024-11-03 21:45:08.036
2744,2094,2231,2024-11-03 21:45:08.038
2134,1907,2064,2024-11-03 21:45:08.039
2248,1839,2042,2024-11-03 21:45:08.040
2447,1850,2152,2024-11-03 21:45:08.041
2641,2186,2443,2024-11-03 21:45:08.042
2368,1781,2024,2024-11-03 21:45:08.096
2449,1968,2119,2024-11-03 21:45:08.097
2735,2107,2521,2024-11-03 21:45:08.098
2914,1662,2017,2024-11-03 21:45:08.275
2187,1769,1776,2024-11-03 21:45:08.277
2416,2080,2265,2024-11-03 21:45:08.278
2470,2138,2656,2024-11-03 21:45:08.279
2807,1973,2110,2024-11-03 21:45:08.280
2140,1893,2238,2024-11-03 21:45:08.281
2220,1913,2017,2024-11-03 21:45:08.282
2447,2080,2514,2024-11-03 21:45:08.283
2603,2211,2493,2024-11-03 21:45:08.285
2211,1731,1781,2024-11-03 21:45:08.286
2304,1762,1914,2024-11-03 21:45:08.287
2681,2146,2127,2024-11-03 21:45:08.395
2594,2286,2651,2024-11-03 21:45:08.397
2224,1828,1910,2024-11-03 21:45:08.399
2285,1843,1962,2024-11-03 21:45:08.402
2633,2401,2554,2024-11-03 21:45:08.403
2541,2249,2136,2024-11-03 21:45:08.405
2189,1954,2151,2024-11-03 21:45:08.406
2198,1753,1924,2024-11-03 21:45:08.407
2490,1990,2159,2024-11-03 21:45:08.409
2571,2216,2288,2024-11-03 21:45:08.410
2545,2162,2153,2024-11-03 21:45:08.574
2147,1817,2044,2024-11-03 21:45:08.576
2642,2268,2457,2024-11-03 21:45:08.578
2624,2362,2527,2024-11-03 21:45:08.579
2493,1823,1936,2024-11-03 21:45:08.580
2211,1872,1893,2024-11-03 21:45:08.581
2784,1949,2416,2024-11-03 21:45:08.583
2622,2219,2259,2024-11-03 21:45:08.584
2595,1934,2187,2024-11-03 21:45:08.585
2112,1848,1845,2024-11-03 21:45:08.586
2467,1994,2153,2024-11-03 21:45:08.696
2516,2443,2201,2024-11-03 21:45:08.755
2191,1751,1847,2024-11-03 21:45:08.757
2153,1779,1860,2024-11-03 21:45:08.758
2596,2175,2366,2024-11-03 21:45:08.759
2530,2233,2576,2024-11-03 21:45:08.761
2256,1942,2092,2024-11-03 21:45:08.762
2019,1681,2148,2024-11-03 21:45:08.763
2577,1937,2222,2024-11-03 21:45:08.764
2629,2237,2609,2024-11-03 21:45:08.764
3080,1771,2087,2024-11-03 21:45:08.875
2223,1763,1935,2024-11-03 21:45:08.876
2684,2348,2207,2024-11-03 21:45:08.878
2561,2307,2310,2024-11-03 21:45:08.878
2413,2052,2128,2024-11-03 21:45:08.937
2217,1847,1853,2024-11-03 21:45:08.938
2391,2050,1943,2024-11-03 21:45:08.941
2566,2359,2572,2024-11-03 21:45:08.942
2423,1989,2201,2024-11-03 21:45:08.944
2333,1599,2069,2024-11-03 21:45:08.944
2505,1730,2185,2024-11-03 21:45:08.945
2457,2334,2482,2024-11-03 21:45:09.055
2414,1807,2029,2024-11-03 21:45:09.057
2088,1735,1802,2024-11-03 21:45:09.057
2655,1974,2175,2024-11-03 21:45:09.059
2599,2380,2560,2024-11-03 21:45:09.059
2448,1946,2277,2024-11-03 21:45:09.115
2275,1771,1959,2024-11-03 21:45:09.116
2441,1881,1944,2024-11-03 21:45:09.117
2504,2327,2454,2024-11-03 21:45:09.118
2721,2105,2193,2024-11-03 21:45:09.119
2011,1575,2132,2024-11-03 21:45:09.236
2485,1967,2158,2024-11-03 21:45:09.238
2634,2062,2477,2024-11-03 21:45:09.239
2417,2000,1992,2024-11-03 21:45:09.240
2015,1776,1875,2024-11-03 21:45:09.241
2414,1813,2097,2024-11-03 21:45:09.243
2560,2162,2560,2024-11-03 21:45:09.244
2741,2042,2123,2024-11-03 21:45:09.246
2273,1903,2039,2024-11-03 21:45:09.295
2270,1873,2004,2024-11-03 21:45:09.296
2560,2008,2464,2024-11-03 21:45:09.415
2321,2094,2195,2024-11-03 21:45:09.416
2123,1861,1957,2024-11-03 21:45:09.417
2389,1854,2193,2024-11-03 21:45:09.418
2656,2188,2237,2024-11-03 21:45:09.419
2387,2168,2282,2024-11-03 21:45:09.421
2190,1738,1920,2024-11-03 21:45:09.422
2279,2087,2119,2024-11-03 21:45:09.423
2640,2277,2431,2024-11-03 21:45:09.424
2731,1875,2227,2024-11-03 21:45:09.425
2217,1774,2017,2024-11-03 21:45:09.595
2412,1947,2164,2024-11-03 21:45:09.596
2527,2108,2474,2024-11-03 21:45:09.598
2432,1956,2299,2024-11-03 21:45:09.599
2294,1860,1887,2024-11-03 21:45:09.601
2185,1729,2017,2024-11-03 21:45:09.601
2520,2435,2280,2024-11-03 21:45:09.602
2701,2204,2506,2024-11-03 21:45:09.604
2208,1904,2003,2024-11-03 21:45:09.604
2145,1875,1936,2024-11-03 21:45:09.605
2501,2135,2212,2024-11-03 21:45:09.606
2575,2330,2541,2024-11-03 21:45:09.775
2224,1797,1880,2024-11-03 21:45:09.776
2358,1982,2059,2024-11-03 21:45:09.778
2717,2325,2356,2024-11-03 21:45:09.780
2646,2262,2350,2024-11-03 21:45:09.780
2168,1715,1940,2024-11-03 21:45:09.781
2256,1853,1967,2024-11-03 21:45:09.783
2511,1959,2345,2024-11-03 21:45:09.784
2413,2193,2189,2024-11-03 21:45:09.785
2438,1807,1946,2024-11-03 21:45:09.786
2174,1702,1855,2024-11-03 21:45:09.895
2560,2352,2728,2024-11-03 21:45:10.015
2733,2158,2287,2024-11-03 21:45:10.017
2135,1714,2079,2024-11-03 21:45:10.019
2279,1907,1960,2024-11-03 21:45:10.020
2640,2256,2467,2024-11-03 21:45:10.021
2584,2232,2260,2024-11-03 21:45:10.022
2113,1630,1843,2024-11-03 21:45:10.023
2270,1744,1877,2024-11-03 21:45:10.024
2608,2236,2529,2024-11-03 21:45:10.025
2560,1747,2636,2024-11-03 21:45:10.075
2168,1622,1923,2024-11-03 21:45:10.076
2331,1820,1926,2024-11-03 21:45:10.077
2477,1984,2418,2024-11-03 21:45:10.078
2575,2146,2434,2024-11-03 21:45:10.137
2204,1776,1794,2024-11-03 21:45:10.138
2294,1827,2003,2024-11-03 21:45:10.139
2462,2377,2561,2024-11-03 21:45:10.140
2560,2159,2398,2024-11-03 21:45:10.142
2329,2059,2034,2024-11-03 21:45:10.143
2201,1909,1886,2024-11-03 21:45:10.255
2468,2099,2420,2024-11-03 21:45:10.257
2562,1895,2372,2024-11-03 21:45:10.258
2230,1697,2000,2024-11-03 21:45:10.260
2301,1878,1952,2024-11-03 21:45:10.261
2513,2253,2465,2024-11-03 21:45:10.262
2576,2305,2635,2024-11-03 21:45:10.263
2481,2001,2245,2024-11-03 21:45:10.315
2208,1559,2032,2024-11-03 21:45:10.317
2507,1896,2018,2024-11-03 21:45:10.318
2517,1987,2382,2024-11-03 21:45:10.319
2555,2075,2282,2024-11-03 21:45:10.439
2159,1767,1887,2024-11-03 21:45:10.440
2520,2196,2393,2024-11-03 21:45:10.442
2696,2116,2604,2024-11-03 21:45:10.443
2386,1923,2108,2024-11-03 21:45:10.446
2223,1850,1977,2024-11-03 21:45:10.447
2542,1929,2076,2024-11-03 21:45:10.448
2496,2126,2509,2024-11-03 21:45:10.450
2570,2113,2215,2024-11-03 21:45:10.452
2165,1707,1905,2024-11-03 21:45:10.495
2447,1901,2173,2024-11-03 21:45:10.615
2560,2334,2590,2024-11-03 21:45:10.616
2357,2046,2041,2024-11-03 21:45:10.618
2173,1775,1968,2024-11-03 21:45:10.618
2691,1952,2485,2024-11-03 21:45:10.620
2431,2159,2389,2024-11-03 21:45:10.621
2578,1839,1997,2024-11-03 21:45:10.622
2177,1677,1841,2024-11-03 21:45:10.623
2607,2049,2057,2024-11-03 21:45:10.624
2564,2266,2558,2024-11-03 21:45:10.625
2725,1980,2171,2024-11-03 21:45:10.795
2193,1691,1894,2024-11-03 21:45:10.796
2686,2094,2468,2024-11-03 21:45:10.798
2594,2219,2359,2024-11-03 21:45:10.799
2650,2032,2262,2024-11-03 21:45:10.800
2224,1855,1923,2024-11-03 21:45:10.801
2644,2091,2206,2024-11-03 21:45:10.804
2604,2107,2491,2024-11-03 21:45:10.804
2411,2032,2022,2024-11-03 21:45:10.805
2116,1720,1849,2024-11-03 21:45:10.806
2391,2069,2081,2024-11-03 21:45:10.915
2560,2159,2642,2024-11-03 21:45:10.975
2349,2103,2120,2024-11-03 21:45:10.977
2318,1872,2033,2024-11-03 21:45:10.978
2596,1949,2528,2024-11-03 21:45:10.980
2560,2259,2352,2024-11-03 21:45:10.981
2644,1969,2305,2024-11-03 21:45:10.982
2100,1673,1942,2024-11-03 21:45:10.983
2339,1954,1916,2024-11-03 21:45:10.984
2528,2263,2505,2024-11-03 21:45:10.984
2660,2098,2244,2024-11-03 21:45:10.985
2093,1824,1886,2024-11-03 21:45:11.095
2385,2058,2119,2024-11-03 21:45:11.096
2383,2357,2513,2024-11-03 21:45:11.098
2897,2110,2156,2024-11-03 21:45:11.155
2098,1844,1865,2024-11-03 21:45:11.157
2347,2007,2045,2024-11-03 21:45:11.158
2574,2337,2460,2024-11-03 21:45:11.159
2622,2308,2257,2024-11-03 21:45:11.160
2246,1775,1795,2024-11-03 21:45:11.161
2179,1992,2018,2024-11-03 21:45:11.162
2527,2056,2147,2024-11-03 21:45:11.275
2478,1952,2199,2024-11-03 21:45:11.276
2073,1825,1939,2024-11-03 21:45:11.278
2321,1966,1999,2024-11-03 21:45:11.279
2454,2111,2423,2024-11-03 21:45:11.280
2760,2080,2218,2024-11-03 21:45:11.281
2129,1715,1724,2024-11-03 21:45:11.337
2229,1936,2003,2024-11-03 21:45:11.340
2560,1780,2376,2024-11-03 21:45:11.342
2524,2490,2548,2024-11-03 21:45:11.343
2259,1929,2086,2024-11-03 21:45:11.456
2516,2036,2113,2024-11-03 21:45:11.458
2560,2308,2560,2024-11-03 21:45:11.460
2815,2134,2720,2024-11-03 21:45:11.460
2114,1718,1851,2024-11-03 21:45:11.461
2274,1933,2111,2024-11-03 21:45:11.463
2636,2549,2652,2024-11-03 21:45:11.464
2604,2254,2389,2024-11-03 21:45:11.465
2265,1814,1980,2024-11-03 21:45:11.515
2219,1808,1905,2024-11-03 21:45:11.517
2477,2215,2353,2024-11-03 21:45:11.642
2922,2013,2298,2024-11-03 21:45:11.644
2147,1764,1857,2024-11-03 21:45:11.647
2283,2097,1976,2024-11-03 21:45:11.649
2489,2294,2517,2024-11-03 21:45:11.651
2655,2239,2351,2024-11-03 21:45:11.654
2158,1777,1830,2024-11-03 21:45:11.654
2189,1840,2015,2024-11-03 21:45:11.655
2467,2308,2560,2024-11-03 21:45:11.656
2406,2325,2634,2024-11-03 21:45:11.657
2431,2033,2095,2024-11-03 21:45:11.695
2159,1731,1890,2024-11-03 21:45:11.815
2503,2365,2249,2024-11-03 21:45:11.819
2607,2245,2529,2024-11-03 21:45:11.822
2158,1743,1899,2024-11-03 21:45:11.823
2339,1749,1974,2024-11-03 21:45:11.825
2593,2448,2448,2024-11-03 21:45:11.831
2635,2110,2644,2024-11-03 21:45:11.837
2379,1881,2229,2024-11-03 21:45:11.839
2274,1708,2042,2024-11-03 21:45:11.839
2607,1949,2180,2024-11-03 21:45:11.842
2511,2130,2596,2024-11-03 21:45:11.995
2177,1767,1827,2024-11-03 21:45:11.997
2183,1943,1909,2024-11-03 21:45:11.999
2418,2214,2332,2024-11-03 21:45:12.002
2536,2446,2329,2024-11-03 21:45:12.055
2441,2043,2061,2024-11-03 21:45:12.057
2173,1761,1952,2024-11-03 21:45:12.058
2531,2155,2147,2024-11-03 21:45:12.060
2486,2291,2338,2024-11-03 21:45:12.061
2335,2137,2140,2024-11-03 21:45:12.062
2176,1765,1915,2024-11-03 21:45:12.132
2452,2106,2498,2024-11-03 21:45:12.134
2584,2145,2576,2024-11-03 21:45:12.175
2355,1903,2247,2024-11-03 21:45:12.177
2221,1733,1957,2024-11-03 21:45:12.185
2776,2255,2442,2024-11-03 21:45:12.191
2462,2185,2391,2024-11-03 21:45:12.192
2494,2026,2048,2024-11-03 21:45:12.198
2207,1788,1949,2024-11-03 21:45:12.199
2508,2027,2106,2024-11-03 21:45:12.200
2495,2401,2533,2024-11-03 21:45:12.313
2338,1939,2097,2024-11-03 21:45:12.314
2223,1744,1951,2024-11-03 21:45:12.315
2607,2111,2156,2024-11-03 21:45:12.316
2350,2289,2650,2024-11-03 21:45:12.320
2573,2054,2157,2024-11-03 21:45:12.354
2330,1732,2013,2024-11-03 21:45:12.355
2412,1949,2080,2024-11-03 21:45:12.357
2538,2390,2454,2024-11-03 21:45:12.358
2472,2052,2176,2024-11-03 21:45:12.359
2299,1709,1918,2024-11-03 21:45:12.360
2439,2087,1995,2024-11-03 21:45:12.476
2526,2171,2426,2024-11-03 21:45:12.477
2437,2029,2193,2024-11-03 21:45:12.479
2124,1748,2043,2024-11-03 21:45:12.482
2383,2024,2080,2024-11-03 21:45:12.486
2606,2349,2370,2024-11-03 21:45:12.488
2722,1950,2364,2024-11-03 21:45:12.537
2201,1671,1875,2024-11-03 21:45:12.539
2279,2020,1915,2024-11-03 21:45:12.541
2576,2247,2579,2024-11-03 21:45:12.542
2789,1885,2186,2024-11-03 21:45:12.655
2240,1677,1934,2024-11-03 21:45:12.657
2509,1956,2144,2024-11-03 21:45:12.658
2434,1917,2564,2024-11-03 21:45:12.659
2595,2010,2085,2024-11-03 21:45:12.660
2197,1671,1898,2024-11-03 21:45:12.661
2497,1927,2259,2024-11-03 21:45:12.662
2431,2244,2432,2024-11-03 21:45:12.663
2638,2141,2376,2024-11-03 21:45:12.663
2091,1711,1904,2024-11-03 21:45:12.723
2335,1855,2210,2024-11-03 21:45:12.836
2638,2187,2659,2024-11-03 21:45:12.895
2523,1932,2030,2024-11-03 21:45:12.897
2097,1671,1990,2024-11-03 21:45:12.898
2427,2032,2219,2024-11-03 21:45:12.899
2508,2344,2386,2024-11-03 21:45:12.900
2928,1964,2301,2024-11-03 21:45:12.901
2128,1719,1938,2024-11-03 21:45:12.903
2499,1811,2192,2024-11-03 21:45:12.903
2532,2225,2501,2024-11-03 21:45:12.904
2562,2235,2715,2024-11-03 21:45:13.015
2206,1746,1914,2024-11-03 21:45:13.020
2461,1956,2126,2024-11-03 21:45:13.021
2573,2167,2492,2024-11-03 21:45:13.023
2690,1979,2208,2024-11-03 21:45:13.024
2115,1766,1919,2024-11-03 21:45:13.025
2357,1869,2148,2024-11-03 21:45:13.026
2296,2334,2358,2024-11-03 21:45:13.027
2827,2183,2183,2024-11-03 21:45:13.028
2066,1692,1936,2024-11-03 21:45:13.030
2240,1817,1933,2024-11-03 21:45:13.030
2518,2104,2266,2024-11-03 21:45:13.135
2806,2109,2187,2024-11-03 21:45:13.195
2046,1777,1954,2024-11-03 21:45:13.196
2384,1965,2062,2024-11-03 21:45:13.198
2467,2419,2560,2024-11-03 21:45:13.199
2567,1994,2421,2024-11-03 21:45:13.200
2047,1728,1846,2024-11-03 21:45:13.202
2241,1844,1904,2024-11-03 21:45:13.203
2578,2369,2425,2024-11-03 21:45:13.204
2623,2394,2464,2024-11-03 21:45:13.205
2416,2034,2012,2024-11-03 21:45:13.315
2378,1990,1914,2024-11-03 21:45:13.315
2671,2279,2585,2024-11-03 21:45:13.318
2719,2418,2646,2024-11-03 21:45:13.375
2131,1801,1651,2024-11-03 21:45:13.377
2240,1860,1956,2024-11-03 21:45:13.378
2561,2424,2481,2024-11-03 21:45:13.379
2560,2225,2346,2024-11-03 21:45:13.380
2288,1818,1949,2024-11-03 21:45:13.380
2192,1781,1904,2024-11-03 21:45:13.381
2450,1940,2086,2024-11-03 21:45:13.495
2652,2273,2214,2024-11-03 21:45:13.514
2160,1744,1849,2024-11-03 21:45:13.515
2263,1837,1966,2024-11-03 21:45:13.521
2569,2188,2560,2024-11-03 21:45:13.522
2608,2342,2032,2024-11-03 21:45:13.537
2279,1914,2039,2024-11-03 21:45:13.568
2192,1764,1968,2024-11-03 21:45:13.573
2580,2007,2188,2024-11-03 21:45:13.574
2560,2449,2407,2024-11-03 21:45:13.575
2427,2180,2009,2024-11-03 21:45:13.675
2271,1911,1993,2024-11-03 21:45:13.677
2401,2161,2459,2024-11-03 21:45:13.679
2574,2135,2422,2024-11-03 21:45:13.680
2208,1815,1984,2024-11-03 21:45:13.681
2166,1840,1981,2024-11-03 21:45:13.682
2611,2256,2292,2024-11-03 21:45:13.684
2469,2004,2530,2024-11-03 21:45:13.685
2307,2129,2088,2024-11-03 21:45:13.735
2224,1781,1859,2024-11-03 21:45:13.736
2321,1906,2129,2024-11-03 21:45:13.737
2607,2174,2461,2024-11-03 21:45:13.856
2411,2027,2112,2024-11-03 21:45:13.858
2161,1746,1927,2024-11-03 21:45:13.860
2702,2118,2336,2024-11-03 21:45:13.862
2537,2514,2548,2024-11-03 21:45:13.864
2491,1998,2212,2024-11-03 21:45:13.864
2096,1759,1949,2024-11-03 21:45:13.866
2481,1871,2065,2024-11-03 21:45:13.867
2660,2148,2509,2024-11-03 21:45:13.869
2544,2148,2285,2024-11-03 21:45:13.870
2159,1712,1925,2024-11-03 21:45:14.035
2528,2070,2512,2024-11-03 21:45:14.037
2493,2107,2346,2024-11-03 21:45:14.038
2065,1771,1925,2024-11-03 21:45:14.038
2187,1840,2026,2024-11-03 21:45:14.039
2356,2098,2096,2024-11-03 21:45:14.040
2689,1952,2562,2024-11-03 21:45:14.043
2426,2052,2104,2024-11-03 21:45:14.044
2214,1772,1959,2024-11-03 21:45:14.045
2282,2033,2068,2024-11-03 21:45:14.046
2595,2404,2489,2024-11-03 21:45:14.223
2143,1842,2035,2024-11-03 21:45:14.232
2352,1751,1955,2024-11-03 21:45:14.235
2652,2467,2608,2024-11-03 21:45:14.236
2371,2352,2279,2024-11-03 21:45:14.237
2205,1874,2000,2024-11-03 21:45:14.238
